window_index,approx_time_sec,approx_frame,C10095_score,C10118_score,C10119_score,C10390_score,C10404_score,fusion_score,prediction,true_label
284,568.0,34080,1.2522211,1.3391038,1.241751,0.9945193,0.3141005,1.3391038,1,1
285,570.0,34200,1.2901443,1.3403127,1.5118394,0.8606767,0.2496967,1.5118394,1,1
286,572.0,34320,1.6122192,1.5609764,1.5199516,0.9185663,0.3105622,1.6122192,1,1
287,574.0,34440,1.4629152,1.5498735,1.3998684,0.89425725,0.4156152,1.5498735,1,1
288,576.0,34560,0.2996485,0.27300182,0.30644557,0.25326926,0.22691707,0.30644557,0,0
289,578.0,34680,0.2356878,0.29031178,0.2315225,0.21500288,0.12164039,0.29031178,0,0
290,580.0,34800,0.27676618,0.4631351,0.29385555,0.2658312,0.083387725,0.4631351,0,0
291,582.0,34920,0.11580436,0.2411445,0.18639562,0.104693644,0.0829633,0.2411445,0,0
292,584.0,35040,0.28763726,0.37928978,0.303136,0.20349453,0.10828408,0.37928978,0,0
293,586.0,35160,0.18133645,0.33859333,0.24592397,0.14755636,0.087449834,0.33859333,0,0
294,588.0,35280,0.16239633,0.21402797,0.22538961,0.13589936,0.09507471,0.22538961,0,0
295,590.0,35400,0.29262298,0.2769182,0.3042235,0.23684332,0.2796658,0.3042235,0,0
296,592.0,35520,0.162476,0.40333086,0.25091198,0.24313095,0.0978352,0.40333086,0,0
297,594.0,35640,0.16083255,0.30878466,0.1970944,0.17914401,0.09021158,0.30878466,0,0
298,596.0,35760,0.28273562,0.61933625,0.3235338,0.21407413,0.10636601,0.61933625,0,0
299,598.0,35880,0.2340472,0.17350003,0.28596297,0.3859196,0.21038385,0.3859196,0,0
300,600.0,36000,0.16347244,0.20578298,0.23053151,0.19446632,0.19039556,0.23053151,0,0
301,602.0,36120,0.27710846,0.38101855,0.23880723,0.22927772,0.17308766,0.38101855,0,0
302,604.0,36240,0.27163827,0.2853254,0.29278523,0.2662413,0.24598461,0.29278523,0,0
303,606.0,36360,1.8783864,1.8800361,2.184972,2.308498,1.8901776,2.308498,1,1
304,608.0,36480,1.3516351,1.2746464,1.0199922,1.1298907,1.0166242,1.3516351,1,1
305,610.0,36600,0.9806829,2.3183346,0.8889177,1.430445,0.7908678,2.3183346,1,1
306,612.0,36720,1.9529992,1.3494028,1.5521693,1.5102731,1.7078644,1.9529992,1,1
307,614.0,36840,1.450192,1.9773926,1.3487533,2.0167904,1.3837695,2.0167904,1,1
308,616.0,36960,1.6937015,1.7611487,1.2564001,2.2938454,1.3795573,2.2938454,1,1
309,618.0,37080,1.5202533,2.1245828,1.7886453,1.6909443,1.6274487,2.1245828,1,1
310,620.0,37200,1.5520302,2.1427858,1.4915667,1.9767704,1.2348797,2.1427858,1,1
311,622.0,37320,1.5808256,1.7175351,1.7841177,1.5334103,1.306932,1.7841177,1,1
312,624.0,37440,1.6779336,1.4306062,1.2838728,1.2920386,1.2506427,1.6779336,1,1
313,626.0,37560,1.3775809,1.452263,1.3129194,1.289479,1.2394475,1.452263,1,1
314,628.0,37680,1.0182666,1.2765464,1.2917428,1.1768402,1.2187506,1.2917428,1,1
315,630.0,37800,0.94128394,1.5030483,0.78509665,1.4649128,1.2361734,1.5030483,1,1
316,632.0,37920,1.4187299,1.2335223,0.96819675,1.608263,1.1532462,1.608263,1,1
317,634.0,38040,1.3806145,1.8627918,1.3196586,1.2866982,1.6373138,1.8627918,1,1
318,636.0,38160,1.2062153,1.1167024,0.9296974,1.0755619,1.2048461,1.2062153,1,1
319,638.0,38280,1.8160603,1.6747972,1.247926,1.4218,1.2516063,1.8160603,1,1
320,640.0,38400,0.9426923,1.0288453,0.92208326,0.909664,1.1332443,1.1332443,1,1
321,642.0,38520,1.6539217,1.4051406,1.2215358,1.6793829,1.1677629,1.6793829,1,1
322,644.0,38640,1.2731801,1.0600863,1.0345355,1.3097731,0.77009976,1.3097731,1,1
323,646.0,38760,1.108768,1.7214774,0.98435694,1.0462567,1.4804159,1.7214774,1,1
324,648.0,38880,1.6175846,1.0438023,1.2752571,1.3568456,1.7659327,1.7659327,1,1
325,650.0,39000,1.3249608,0.9955644,1.1355886,1.2889446,1.6421101,1.6421101,1,1
326,652.0,39120,1.578922,1.0324805,1.1463559,1.287228,1.5525465,1.578922,1,1
327,654.0,39240,1.7055165,1.3774154,1.5758091,1.9935718,1.5590938,1.9935718,1,1
328,656.0,39360,1.3494604,1.1444337,1.0501522,1.3007734,1.3419932,1.3494604,1,1
329,658.0,39480,1.8622264,1.0211987,1.2116507,0.8658157,1.0630953,1.8622264,1,1
330,660.0,39600,1.8209163,1.6355202,1.4247205,1.0555755,0.7280998,1.8209163,1,1
331,662.0,39720,2.1971133,2.0086946,1.8095506,1.2606243,0.9854828,2.1971133,1,1
332,664.0,39840,2.4983356,1.4030145,2.019597,1.4230666,0.8146096,2.4983356,1,1
333,666.0,39960,2.253867,1.2943764,1.5928408,1.044049,0.79287237,2.253867,1,1
334,668.0,40080,1.5760744,1.3766994,1.8714066,1.158195,0.7511156,1.8714066,1,1
335,670.0,40200,2.0009403,2.0902576,1.9570854,1.1551595,0.9590291,2.0902576,1,1
336,672.0,40320,2.320437,1.6361511,1.4537854,1.2975187,0.9841107,2.320437,1,1
337,674.0,40440,2.515708,1.3087344,1.5602574,1.5826775,0.79670346,2.515708,1,1
338,676.0,40560,0.95529747,0.56065154,0.82192147,0.80572677,0.6010539,0.95529747,0,1
339,678.0,40680,0.19725992,0.39038825,0.29306293,0.377061,0.317218,0.39038825,0,0
340,680.0,40800,1.2549134,1.0791839,1.1643902,0.76962054,0.7640364,1.2549134,1,1
341,682.0,40920,1.3909912,1.4617039,1.3381711,0.9513685,0.96006465,1.4617039,1,1
342,684.0,41040,1.2571429,1.1821346,1.0600954,0.8786938,0.7389074,1.2571429,1,1
343,686.0,41160,1.3776283,1.2157975,1.1376944,0.9371567,0.82005525,1.3776283,1,1
344,688.0,41280,1.6265528,1.6921488,1.3214005,1.0585754,0.88020456,1.6921488,1,1
345,690.0,41400,1.2946776,1.0051837,1.0889513,1.0412424,1.0530968,1.2946776,1,1
346,692.0,41520,2.1282542,1.5161009,1.595198,1.2851323,1.6344438,2.1282542,1,1
347,694.0,41640,1.9425131,1.2141247,1.1327575,1.1274035,0.67390305,1.9425131,1,1
348,696.0,41760,1.7519258,1.1031594,1.274803,1.0295464,0.71888787,1.7519258,1,1
349,698.0,41880,1.4389219,1.2894727,0.8675228,0.91852367,0.6065746,1.4389219,1,1
350,700.0,42000,1.9933861,1.7628449,1.2298888,1.16879,0.73464036,1.9933861,1,1
351,702.0,42120,1.9444237,1.686315,1.1731894,1.2947545,0.69188046,1.9444237,1,1
352,704.0,42240,2.0843022,1.5926635,1.448586,1.2071097,0.7027307,2.0843022,1,1
353,706.0,42360,2.1614954,1.661236,1.3662337,1.1446668,0.7188407,2.1614954,1,1
354,708.0,42480,2.957862,2.7981236,2.2835736,1.908043,1.5522199,2.957862,1,1
355,710.0,42600,2.3662536,2.2867155,1.748698,1.412595,1.2872343,2.3662536,1,1
356,712.0,42720,2.0495903,1.2043107,1.6703134,1.1217614,0.79734796,2.0495903,1,1
357,714.0,42840,1.1419636,1.1003821,1.1211597,0.7705138,0.66320777,1.1419636,1,1
358,716.0,42960,1.2213335,1.4221778,1.5759742,1.4169027,1.5684266,1.5759742,1,1
359,718.0,43080,1.428039,1.3157879,1.4297287,2.655895,1.4805851,2.655895,1,1
360,720.0,43200,1.7825459,1.5534952,1.6096579,2.3778694,1.7071829,2.3778694,1,1
361,722.0,43320,1.61058,1.5687488,1.6673026,2.484513,1.7610501,2.484513,1,1
362,724.0,43440,2.2043524,2.2698672,2.0762146,2.3791652,2.3711307,2.3791652,1,1
363,726.0,43560,2.1863422,2.2413995,1.7475443,1.5937741,2.1307724,2.2413995,1,1
364,728.0,43680,1.5457981,1.6105818,1.6671486,1.5618306,2.156057,2.156057,1,1
365,730.0,43800,1.8313143,1.6850308,1.3935742,2.0449219,1.8009284,2.0449219,1,1
366,732.0,43920,1.8636006,2.2027037,1.950649,1.8946843,3.3765025,3.3765025,1,1
367,734.0,44040,1.7392312,1.6389469,1.3536693,1.7591398,3.0458267,3.0458267,1,1
368,736.0,44160,2.4759383,1.77722,2.2036517,1.7599134,3.6214204,3.6214204,1,1
369,738.0,44280,3.9344954,2.2953317,2.4351118,2.8433104,4.870835,4.870835,1,1
370,740.0,44400,3.543794,1.9113766,2.0541637,2.2424588,4.039797,4.039797,1,1
371,742.0,44520,2.26086,1.6421111,1.6704226,1.4102997,1.9442921,2.26086,1,1
372,744.0,44640,2.116018,1.7504494,1.6402756,1.7873424,1.642289,2.116018,1,1
373,746.0,44760,2.2873209,1.5461468,1.9040048,1.6161368,1.6903678,2.2873209,1,1
374,748.0,44880,1.2229452,1.7607749,0.938692,1.1061236,1.0039006,1.7607749,1,0
375,750.0,45000,0.7477735,1.088365,0.4724335,0.6613398,0.37810287,1.088365,1,0
376,752.0,45120,0.21304998,0.36472848,0.2779408,0.46305212,0.29130298,0.46305212,0,0
377,754.0,45240,0.7549786,0.8222729,0.47331053,0.61411375,0.49725324,0.8222729,0,0
378,756.0,45360,0.86733514,0.91556925,0.39854512,0.70151544,0.6041001,0.91556925,0,0
379,758.0,45480,0.98177785,1.7705673,1.0462902,1.423954,1.4099067,1.7705673,1,0
380,760.0,45600,1.1670209,1.0573016,1.0228838,0.9644868,1.3957924,1.3957924,1,1
381,762.0,45720,0.26385954,0.24865589,0.24135815,0.23842,0.25368723,0.26385954,0,0
382,764.0,45840,0.33371836,0.23735829,0.27670446,0.19613197,0.23225853,0.33371836,0,0
383,766.0,45960,0.26214254,0.29167423,0.2072638,0.25219512,0.24519403,0.29167423,0,0
384,768.0,46080,0.44787169,0.48736072,0.26412454,0.35564488,0.29599622,0.48736072,0,0
385,770.0,46200,0.32404634,0.27303144,0.33289957,0.32752663,0.32038292,0.33289957,0,0
386,772.0,46320,0.27883634,0.2657255,0.3378706,0.36810422,0.35765058,0.36810422,0,0
387,774.0,46440,0.2983088,0.23724024,0.27662534,0.20279688,0.2156467,0.2983088,0,0
388,776.0,46560,0.2624031,0.18573193,0.29199043,0.17943732,0.22054079,0.29199043,0,0
389,778.0,46680,0.40840083,0.31690377,0.31547725,0.3883022,0.31576848,0.40840083,0,0
390,780.0,46800,0.78586787,0.6629696,0.67771405,0.683522,0.53502566,0.78586787,0,1
391,782.0,46920,1.1429054,0.7608853,0.6259675,0.6140249,0.6650749,1.1429054,1,1
392,784.0,47040,0.6812909,0.82339853,0.6791466,0.6075035,1.1018741,1.1018741,1,1
393,786.0,47160,0.8929404,0.86051804,0.48795852,0.6426256,0.8188541,0.8929404,0,1
394,788.0,47280,1.1657426,1.1114887,0.7209052,0.9356435,0.73607177,1.1657426,1,1
395,790.0,47400,1.0124279,1.5590665,1.065989,1.0995084,0.9901891,1.5590665,1,1
396,792.0,47520,1.2581649,1.4467609,1.0237837,1.105086,1.0569733,1.4467609,1,1
397,794.0,47640,0.905783,0.9824884,0.8417119,0.8343921,1.0754644,1.0754644,1,1
398,796.0,47760,0.6819775,0.85066086,0.56327534,0.7245445,0.88669574,0.88669574,0,1
399,798.0,47880,1.0333785,1.4915874,1.2038546,1.5324373,0.91515607,1.5324373,1,0
400,800.0,48000,0.7106383,1.1705127,0.77316827,1.0073682,1.0776793,1.1705127,1,0
401,802.0,48120,0.30799663,0.3801584,0.32109183,0.38925612,0.21514896,0.38925612,0,0
402,804.0,48240,0.44543254,0.57371765,0.5348515,0.39586645,0.6277542,0.6277542,0,0
403,806.0,48360,0.38321805,0.33691755,0.3652536,0.30246502,0.31580928,0.38321805,0,0
404,808.0,48480,0.2588487,0.32575503,0.30019817,0.2570646,0.28708416,0.32575503,0,0
405,810.0,48600,0.17336974,0.49697658,0.42411608,0.32756835,0.25639626,0.49697658,0,0
406,812.0,48720,0.29827604,0.27708876,0.18859762,0.2839757,0.17892875,0.29827604,0,0
407,814.0,48840,0.15113246,0.17183274,0.11708676,0.16365094,0.14662553,0.17183274,0,0
408,816.0,48960,0.1423784,0.15665819,0.21988037,0.26473537,0.19829684,0.26473537,0,0
409,818.0,49080,0.44076973,0.55715,0.43286932,0.33575073,0.26639405,0.55715,0,0
410,820.0,49200,0.2370547,0.23460612,0.3001626,0.2649594,0.18533519,0.3001626,0,0
411,822.0,49320,0.367621,0.3193928,0.35289395,0.30946997,0.12192643,0.367621,0,0
412,824.0,49440,0.28067598,0.26711196,0.32815066,0.2609092,0.32518995,0.32815066,0,0
413,826.0,49560,0.29019147,0.29693866,0.40383312,0.25828996,0.3198772,0.40383312,0,0
414,828.0,49680,0.46355724,0.54504985,0.45312917,0.7573046,1.0956867,1.0956867,1,1
415,830.0,49800,0.63952595,0.90663624,0.8698394,0.6843462,0.75425845,0.90663624,0,1
416,832.0,49920,0.49707437,0.5895692,0.53167856,0.51598734,0.6465305,0.6465305,0,0
417,834.0,50040,0.41635683,0.33323362,0.3669128,0.3394304,0.34072757,0.41635683,0,0
418,836.0,50160,0.31630203,0.5076248,0.2568706,0.35120532,0.399986,0.5076248,0,0
419,838.0,50280,0.25572422,0.28637627,0.23055115,0.3698174,0.18172625,0.3698174,0,0
420,840.0,50400,0.7967373,0.9249559,0.71722287,1.0000001,1.0249772,1.0249772,1,0
421,842.0,50520,0.30339253,0.30921808,0.39980263,0.3065306,0.33208188,0.39980263,0,0
422,844.0,50640,0.6628189,0.43237022,0.52978194,0.7319488,0.4946144,0.7319488,0,0
423,846.0,50760,0.2567469,0.30501905,0.2478141,0.2942721,0.25427753,0.30501905,0,0
424,848.0,50880,0.26624662,0.27172148,0.32003495,0.22105707,0.33412045,0.33412045,0,0
425,850.0,51000,0.2193928,0.1877466,0.25696817,0.24991487,0.16597478,0.25696817,0,0
426,852.0,51120,0.22857732,0.24763273,0.3111149,0.31616774,0.19255495,0.31616774,0,0
427,854.0,51240,0.30351973,0.35644728,0.29972544,0.30862075,0.29547822,0.35644728,0,0
428,856.0,51360,0.2724654,0.25046343,0.26245412,0.31898603,0.21138111,0.31898603,0,0
429,858.0,51480,0.31309316,0.35912028,0.22436883,0.30223918,0.22828613,0.35912028,0,0
430,860.0,51600,0.4158774,0.37441564,0.28102654,0.30758595,0.26087818,0.4158774,0,0
431,862.0,51720,0.3962561,0.4054535,0.31329197,0.4321194,0.29785287,0.4321194,0,0
432,864.0,51840,0.2774318,0.3000379,0.20262754,0.24553771,0.19676538,0.3000379,0,0
433,866.0,51960,0.2487493,0.22498259,0.16180529,0.17322758,0.13511719,0.2487493,0,0
434,868.0,52080,0.82721496,0.8807892,1.295279,0.50145775,0.4520291,1.295279,1,0
435,870.0,52200,0.24974018,0.25533488,0.31070185,0.39185447,0.2599178,0.39185447,0,0
436,872.0,52320,0.22084852,0.23947604,0.2290539,0.27955815,0.20228818,0.27955815,0,0
437,874.0,52440,0.28439224,0.22550745,0.33528638,0.29016957,0.31560948,0.33528638,0,0
438,876.0,52560,0.18692583,0.14329705,0.2045989,0.21849611,0.16089635,0.21849611,0,0
439,878.0,52680,0.30911645,0.30692637,0.32530195,0.29651055,0.18246722,0.32530195,0,0
440,880.0,52800,0.9201288,0.74941856,0.9341992,0.8244212,0.9226583,0.9341992,0,0
441,882.0,52920,0.59335756,0.68915695,0.5084303,0.53222007,0.70561475,0.70561475,0,0
442,884.0,53040,0.30115572,0.35970908,0.3367305,0.42245758,0.3163534,0.42245758,0,0
443,886.0,53160,0.26467878,0.28583142,0.18139271,0.29898748,0.13020407,0.29898748,0,0
444,888.0,53280,0.23592532,0.19127426,0.24206549,0.22780295,0.18711177,0.24206549,0,0
445,890.0,53400,2.4539149,1.5420799,1.9708558,1.2847826,1.9385955,2.4539149,1,1
446,892.0,53520,3.5394502,1.7212449,2.5167031,1.6438322,2.4105382,3.5394502,1,1
447,894.0,53640,2.500202,1.1472236,2.2922308,1.4765884,1.681883,2.500202,1,1
448,896.0,53760,2.1459887,0.9949528,1.5894495,1.0355968,1.5011588,2.1459887,1,1
449,898.0,53880,1.3521885,1.2307949,1.2666893,0.9430683,2.349125,2.349125,1,1
450,900.0,54000,0.37485656,0.4136464,0.32295576,0.307718,0.21975501,0.4136464,0,0
451,902.0,54120,0.17881188,0.3490195,0.18631785,0.1905831,0.10503316,0.3490195,0,0
452,904.0,54240,0.2502815,0.39278305,0.19864395,0.19848578,0.27534655,0.39278305,0,0
453,906.0,54360,0.34654966,0.40276426,0.25637865,0.23061346,0.30356726,0.40276426,0,0
454,908.0,54480,0.22026418,0.29297554,0.17204471,0.1861124,0.21490154,0.29297554,0,0
455,910.0,54600,0.20178154,0.22254695,0.15006582,0.16611114,0.19414757,0.22254695,0,0
456,912.0,54720,0.188148,0.1936658,0.16456713,0.16148803,0.1353177,0.1936658,0,0
457,914.0,54840,0.16283311,0.17973787,0.1361816,0.14186622,0.14472969,0.17973787,0,0
458,916.0,54960,0.16384424,0.23633014,0.15124793,0.19822343,0.15316749,0.23633014,0,0
459,918.0,55080,0.18283874,0.19424777,0.16077314,0.16393888,0.10662617,0.19424777,0,0
460,920.0,55200,0.16118068,0.2354128,0.13996632,0.1494103,0.11527644,0.2354128,0,0
461,922.0,55320,0.3014108,0.41318446,0.26764718,0.2992613,0.29775637,0.41318446,0,0
462,924.0,55440,0.21485202,0.23227721,0.22457808,0.23208994,0.17543696,0.23227721,0,0
463,926.0,55560,0.19890054,0.18718687,0.15640244,0.25464332,0.1227193,0.25464332,0,0
464,928.0,55680,0.23039928,0.27395257,0.2247749,0.19527248,0.19198357,0.27395257,0,0
465,930.0,55800,0.3007157,0.24636044,0.17124625,0.20987251,0.14265068,0.3007157,0,0
466,932.0,55920,0.1788647,0.21506989,0.16538867,0.22738975,0.13801482,0.22738975,0,0
467,934.0,56040,0.6455888,0.9290611,0.5340221,0.786286,0.48510212,0.9290611,0,0
468,936.0,56160,0.2875766,0.3821347,0.30782366,0.45190573,0.255193,0.45190573,0,0
469,938.0,56280,0.89756227,0.76206625,0.5031238,0.87993324,0.3184949,0.89756227,0,0
470,940.0,56400,0.65082616,0.912243,0.45275608,0.58331126,0.2738682,0.912243,0,0
471,942.0,56520,0.23772207,0.29918674,0.29554954,0.33561048,0.16771327,0.33561048,0,0
472,944.0,56640,0.15580352,0.18210027,0.21545956,0.20242088,0.18018912,0.21545956,0,0
473,946.0,56760,0.23973393,0.20660716,0.26847938,0.27151975,0.23370837,0.27151975,0,0
474,948.0,56880,0.22698072,0.28181365,0.18147585,0.3078996,0.24634622,0.3078996,0,0
475,950.0,57000,1.0860187,1.3374704,1.0155054,0.5808874,0.6305607,1.3374704,1,0
476,952.0,57120,0.6168648,0.65863377,0.6544085,0.4529467,0.6491086,0.65863377,0,0
477,954.0,57240,0.26747456,0.22740893,0.24679485,0.25987577,0.25668877,0.26747456,0,0
478,956.0,57360,0.15626264,0.30444407,0.29791597,0.23608951,0.18479964,0.30444407,0,0
479,958.0,57480,0.17814808,0.21313962,0.22633648,0.29457182,0.24045351,0.29457182,0,0
480,960.0,57600,0.20144047,0.30076194,0.1945836,0.28244236,0.21619155,0.30076194,0,0
481,962.0,57720,0.31731617,0.41785434,0.35122865,0.3244659,0.28844157,0.41785434,0,0
482,964.0,57840,0.18701258,0.29685032,0.23097308,0.2259035,0.19435224,0.29685032,0,0
483,966.0,57960,0.1738878,0.21444322,0.19132142,0.17632486,0.12913625,0.21444322,0,0
484,968.0,58080,0.113435514,0.23215126,0.15912105,0.1391354,0.07588564,0.23215126,0,0
485,970.0,58200,0.11211631,0.1500321,0.13041061,0.13269462,0.08650449,0.1500321,0,0
486,972.0,58320,0.17957439,0.20495465,0.1806111,0.13023373,0.08255075,0.20495465,0,0
487,974.0,58440,2.386192,1.5287889,1.5690261,1.9369873,1.4019895,2.386192,1,0
488,976.0,58560,0.21670341,0.36947104,0.29281947,0.22733116,0.19160621,0.36947104,0,0
489,978.0,58680,0.28756067,0.14767218,0.29432636,0.24436493,0.26066718,0.29432636,0,0
490,980.0,58800,0.2960863,0.27780166,0.28622034,0.30932945,0.310544,0.310544,0,0
491,982.0,58920,0.24131279,0.39933074,0.31804022,0.23644337,0.40001288,0.40001288,0,0
492,984.0,59040,0.24381179,0.31473154,0.2625085,0.23946232,0.17717834,0.31473154,0,0
493,986.0,59160,0.28432858,0.43270317,0.35539332,0.23590161,0.21740378,0.43270317,0,0
494,988.0,59280,0.3537314,0.2756619,0.35513833,0.37076575,0.29285645,0.37076575,0,0
495,990.0,59400,0.2369197,0.4122613,0.28734308,0.28978258,0.29880068,0.4122613,0,0
496,992.0,59520,0.32278675,0.40555605,0.27776003,0.26178935,0.26759347,0.40555605,0,0
497,994.0,59640,0.23367727,0.23087826,0.18532468,0.2093962,0.1684232,0.23367727,0,0
498,996.0,59760,0.25121132,0.29184523,0.30817306,0.28186634,0.27520722,0.30817306,0,0
499,998.0,59880,1.5361468,1.4512062,1.6441514,0.9276613,1.2704188,1.6441514,1,0
500,1000.0,60000,0.3306886,0.3501126,0.2813827,0.27975082,0.29125848,0.3501126,0,0
501,1002.0,60120,0.27030522,0.24250558,0.21722774,0.25644314,0.21880731,0.27030522,0,0
502,1004.0,60240,0.598778,0.3179623,0.6389614,0.5279574,0.43917722,0.6389614,0,0
503,1006.0,60360,0.34739316,0.23952961,0.2823398,0.19554967,0.21409433,0.34739316,0,0
504,1008.0,60480,0.5147653,0.42146924,0.4788449,0.4309632,0.48553666,0.5147653,0,0
505,1010.0,60600,0.2595848,0.24659726,0.28624502,0.3107971,0.28673494,0.3107971,0,0
506,1012.0,60720,0.1977754,0.18234245,0.14718655,0.14725998,0.14406861,0.1977754,0,0
507,1014.0,60840,0.1841296,0.14006338,0.19936918,0.107086726,0.11351181,0.19936918,0,0
508,1016.0,60960,0.17337188,0.15251939,0.17867868,0.11809256,0.14208135,0.17867868,0,0
509,1018.0,61080,0.32292032,0.37777254,0.30533013,0.25298038,0.37145644,0.37777254,0,0
510,1020.0,61200,0.21502203,0.24881321,0.20638338,0.225454,0.19200256,0.24881321,0,0
511,1022.0,61320,0.34514642,0.23979414,0.28667635,0.2292946,0.18350542,0.34514642,0,0
512,1024.0,61440,0.22190836,0.17885266,0.122907504,0.11676607,0.11325239,0.22190836,0,0
513,1026.0,61560,0.12778944,0.14487502,0.13514085,0.15019602,0.114250496,0.15019602,0,0
514,1028.0,61680,0.13323158,0.17158225,0.14362475,0.15152222,0.14870204,0.17158225,0,0
515,1030.0,61800,1.1765286,0.7884477,0.9824747,1.1497177,0.61103654,1.1765286,1,0
516,1032.0,61920,0.15550664,0.20793927,0.14470343,0.2444275,0.1275287,0.2444275,0,0
517,1034.0,62040,1.2391748,1.2507286,1.2870895,1.1425722,1.6731147,1.6731147,1,0
518,1036.0,62160,1.7214676,1.0105706,1.1179748,1.0893873,1.1262523,1.7214676,1,0
519,1038.0,62280,0.17896222,0.33362585,0.29997543,0.3440102,0.21607167,0.3440102,0,0
520,1040.0,62400,0.1973306,0.2672663,0.2238584,0.26664636,0.22479977,0.2672663,0,0
521,1042.0,62520,0.18200617,0.3648032,0.18245178,0.24944523,0.16863115,0.3648032,0,0
522,1044.0,62640,0.2766378,0.33122194,0.37678295,0.29595554,0.35977182,0.37678295,0,0
523,1046.0,62760,0.20601922,0.15360498,0.15899472,0.14247562,0.25000602,0.25000602,0,0
524,1048.0,62880,0.13747509,0.17896602,0.1887341,0.15724859,0.16332193,0.1887341,0,0
525,1050.0,63000,0.2585856,0.42203715,0.26288202,0.36733872,0.29598746,0.42203715,0,0
526,1052.0,63120,0.17536977,0.21124521,0.19190076,0.23240328,0.18407844,0.23240328,0,0
527,1054.0,63240,0.19233361,0.26201943,0.21260175,0.36122096,0.28103384,0.36122096,0,0
528,1056.0,63360,0.5703055,0.7864412,0.725156,0.70765793,0.8143434,0.8143434,0,0
529,1058.0,63480,0.25380608,0.34296986,0.29988113,0.19652529,0.19705698,0.34296986,0,0
530,1060.0,63600,0.2785921,0.35878092,0.27466783,0.35327935,0.3117083,0.35878092,0,0
531,1062.0,63720,0.934552,1.244411,1.095802,0.7999704,1.0687686,1.244411,1,0
532,1064.0,63840,0.21741402,0.2652516,0.15759178,0.28074142,0.2708285,0.28074142,0,0
533,1066.0,63960,0.44370794,0.35077026,0.38305247,0.40556917,0.5229319,0.5229319,0,0
534,1068.0,64080,0.36230585,0.58492297,0.49887007,0.37291571,0.6774905,0.6774905,0,0
535,1070.0,64200,0.18322827,0.32037535,0.20182835,0.21135813,0.15698415,0.32037535,0,0
536,1072.0,64320,0.23263147,0.28710216,0.19425553,0.3127016,0.20295976,0.3127016,0,0
537,1074.0,64440,0.1921832,0.21730842,0.13395742,0.2566391,0.21863474,0.2566391,0,0
538,1076.0,64560,0.9999998,1.0569351,0.91353714,1.057189,1.0423124,1.057189,1,0
539,1078.0,64680,0.25496477,0.39716825,0.2650859,0.37795496,0.18466862,0.39716825,0,0
540,1080.0,64800,0.25617477,0.39646506,0.25084335,0.32821736,0.24551928,0.39646506,0,0
541,1082.0,64920,0.24005915,0.3119825,0.19356146,0.31685877,0.13313366,0.31685877,0,0
542,1084.0,65040,0.79784465,1.2427654,1.0927904,0.7246981,0.86729825,1.2427654,1,0
543,1086.0,65160,0.25213808,0.24729486,0.2579971,0.18541431,0.19593664,0.2579971,0,0
544,1088.0,65280,0.15489969,0.2457261,0.16854374,0.19443165,0.18527871,0.2457261,0,0
545,1090.0,65400,0.22064789,0.24975882,0.2567058,0.21604925,0.16173272,0.2567058,0,0
546,1092.0,65520,0.16805778,0.16724382,0.1476252,0.20661046,0.15266779,0.20661046,0,0
547,1094.0,65640,0.28692704,0.41304764,0.26771343,0.39494526,0.17766629,0.41304764,0,0
548,1096.0,65760,0.20669958,0.19535229,0.12288206,0.16306227,0.15801938,0.20669958,0,0
549,1098.0,65880,0.22152019,0.22172558,0.14801867,0.208629,0.14340895,0.22172558,0,0
550,1100.0,66000,0.2561855,0.21039936,0.16474509,0.26096377,0.1873849,0.26096377,0,0
551,1102.0,66120,0.4622362,0.38253063,0.37501442,0.7182074,0.40344048,0.7182074,0,0
552,1104.0,66240,0.22870815,0.35555956,0.37913632,0.29289314,0.21180403,0.37913632,0,0
553,1106.0,66360,1.5505033,1.2995117,1.6608782,1.5537107,1.4485648,1.6608782,1,1
554,1108.0,66480,1.8150133,1.284249,1.7723397,1.832062,1.49607,1.832062,1,1
555,1110.0,66600,3.5177042,3.0223424,3.0582592,3.038072,3.4411433,3.5177042,1,1
556,1112.0,66720,2.7957356,2.1331906,1.9109826,2.8032618,2.817624,2.817624,1,1
557,1114.0,66840,1.0329773,1.2516719,0.8318066,1.4153512,1.1918461,1.4153512,1,1
558,1116.0,66960,1.342039,0.818117,1.2780117,1.2729656,1.003296,1.342039,1,1
559,1118.0,67080,1.4154253,0.7750528,0.7692816,1.0805072,1.1620753,1.4154253,1,1
560,1120.0,67200,1.763866,0.846611,0.796254,1.3120956,2.4396396,2.4396396,1,1
561,1122.0,67320,1.3445066,0.9153443,0.90998447,0.9628799,1.3078451,1.3445066,1,1
562,1124.0,67440,1.4338176,1.3986945,1.3856344,1.011726,1.0255601,1.4338176,1,1
563,1126.0,67560,2.750056,2.1523309,2.3297465,2.0112414,1.5905964,2.750056,1,1
564,1128.0,67680,2.703531,3.088725,3.009798,2.3546271,1.8541642,3.088725,1,1
565,1130.0,67800,2.5526242,3.160453,3.1031072,3.4147859,3.1181853,3.4147859,1,1
566,1132.0,67920,3.405965,4.19698,4.33719,3.9425137,3.8252225,4.33719,1,1
567,1134.0,68040,3.6062198,4.11147,3.9876378,3.1214929,3.0817525,4.11147,1,1
568,1136.0,68160,2.0968728,2.0542781,1.9432523,2.0502453,3.07767,3.07767,1,1
